Store,Dept,RMSE,MAE
8,14,1251.20876222,984.904777079
8,16,5167.34164604,3652.67499325
8,17,855.518758897,659.187912909
8,18,1981.95275344,1111.23168061
8,19,1281.92111007,841.962775457
8,20,742.768988894,613.002772039
8,21,559.847346267,477.529894663
8,22,2773.91637927,2567.82180188
8,23,2359.27839902,1712.05674131
8,24,1638.75227289,1082.98897052
8,25,1328.94462846,1026.87565363
8,26,1113.37142409,828.001662835
8,27,416.659357818,369.914872324
8,28,216.249147117,204.620538531
8,29,1675.02025578,1562.75726885
8,30,461.66333549,402.713273401
8,31,679.270183539,520.895218081
8,32,1747.01201919,1065.07010288
8,33,1637.83799112,1194.4596184
8,34,3191.34989328,2931.34165479
8,35,468.622906974,391.732712671
8,36,751.282785184,562.490935565
8,37,475.331988635,391.487877497
8,38,7325.50289448,5765.01944334
8,40,5053.05528021,4463.59124481
8,41,1061.39525587,996.20288642
8,42,685.276833224,557.639362588
8,44,1007.94646678,877.731682713
8,45,3.59302231105,1.36227599824
8,46,1691.35789708,1415.43141009
8,47,31.9317867547,13.2106431205
8,48,0,0
8,49,1057.12788478,901.112264833
8,51,2.1015726391,2.09189461368
8,52,738.468271766,567.683129268
8,54,71.4875833622,44.1871590278
8,55,932.973193231,727.30653076
8,56,2422.11068567,1502.8450271
8,58,1469.52555652,1215.27407739
8,59,1608.48408947,1601.55534538
8,60,85.0034947285,68.7508457971
8,67,1704.82019533,812.72233867
8,71,859.465536487,720.658712397
8,72,6315.64190535,4618.07065425
8,74,1478.66873313,1241.14211169
8,77,6.99958028409e-13,6.96213142324e-13
8,78,4.48871159926,2.29102554901
8,79,2426.95024491,1864.11639352
8,80,677.306321944,560.53407203
8,81,676.65305487,525.147079045
8,82,2132.43423779,1689.47204285
8,83,521.548990004,403.92257062
8,85,605.17997851,486.032429379
8,87,3528.60335848,2965.16946238
8,90,4764.6457073,4240.20824121
8,91,1773.31982017,1450.81992809
8,92,3712.62619436,2941.46013294
8,93,2408.2108471,1747.03810574
8,94,2740.32874746,1910.22224293
8,95,2373.65337122,1924.26045599
8,96,0,0
8,97,931.983172829,789.231732338
8,98,964.085699272,819.517790588
8,99,817.760261116,803.234616715
8,39,0,0
8,50,0,0
8,43,0,0
8,65,0,0
9,1,4639.2974137,3110.19235088
9,2,1482.74275739,1084.41523704
9,3,3856.04288804,1759.8314815
9,4,1071.27653589,897.010187139
9,5,5416.95657084,4615.86560468
9,6,803.782002496,679.792871297
9,7,5542.92547441,5134.85077341
9,8,2762.58091121,2429.07504254
9,9,1912.38155074,1551.54455921
9,10,1924.46155332,1519.0843388
9,11,3593.90295115,2915.9052467
9,12,1044.43705128,820.851885724
9,13,2110.49393304,1718.65860392
9,14,2090.81642449,1871.39743224
9,16,3596.2502296,2160.27369024
9,17,1477.70827027,1346.99708968
9,18,2378.82123874,1230.32028153
9,19,683.840833573,512.769939497
9,20,581.127970227,445.41242798
9,21,693.202215524,519.010976289
9,22,1319.46503243,1110.8294625
9,23,1648.76855165,1191.14129695
9,24,1347.38412433,1115.1397637
9,25,1329.4742646,904.382139767
9,26,1050.21331753,794.784085608
9,27,173.596605086,141.553353956
9,28,117.010353896,90.4472735332
9,29,512.333092008,391.48012689
9,30,429.871680406,343.416489334
9,31,632.940432597,417.503094338
9,32,1287.34774336,860.399999414
9,33,859.591238146,648.912562164
9,34,1309.3721122,1105.09439896
9,35,418.543474836,302.146122436
9,36,455.978948594,338.704988124
9,37,0,0
9,38,13539.7479697,11124.8129199
9,40,2010.89606988,1687.51378721
9,41,650.121481662,580.325719729
9,42,1003.75099176,756.730158055
9,44,1669.72397785,1578.8327207
9,45,5.06907485658,2.38539519608
9,46,2935.9665511,2846.29469812
9,47,52.0281882728,33.3252553704
9,48,950.757230341,826.762811057
9,49,49.5277427018,40.5300799253
9,51,0.0204509672482,0.0204509672482
9,52,567.906787596,454.754175772
9,54,77.24920164,68.2706185876
9,55,1184.09604219,905.907449787
9,56,1626.56270333,936.053743964
9,58,0,0
9,59,695.165198147,691.890930821
9,60,63.290506749,51.9099142089
9,67,1494.59841565,1285.21435451
9,71,660.13495041,530.067691543
9,72,8536.12258989,6657.73902568
9,74,1361.0580845,871.436490464
9,77,49.8174905273,49.8174905273
9,78,0,0
9,79,1080.50872682,874.636296538
9,80,30.68082001,6.52158912952
9,81,202.490082592,164.160269079
9,82,1617.97727372,1219.09117884
9,83,0,0
9,85,440.375529842,373.438584892
9,87,2842.81930341,2284.22349015
9,90,752.208306491,657.931515711
9,91,244.720511714,193.944151442
9,92,1682.31595966,1428.2631094
9,93,0.322100870616,0.322100870616
9,94,1182.34471572,507.333109413
9,95,3119.84861353,2440.1714254
9,96,720.827536551,554.018524249
9,97,1.5127858175,0.230697675558
9,98,10.6570290509,10.5625361314
9,99,0,0
9,39,0,0
9,50,0,0
9,43,0,0
9,65,0,0
10,1,22203.2534786,10661.1328034
10,2,8477.55745559,7534.19926889
10,3,10481.4516297,6842.06370127
10,4,1962.65147466,1557.46143193
10,5,26546.4202979,24767.7377557
10,6,4276.80131205,3933.35543048
10,7,7921.6402305,5941.65651852
10,8,3172.31541006,2570.99615606
10,9,7144.53960069,5597.01076447
10,10,3825.98485813,2995.28010404
10,11,3863.65471756,2785.42527103
10,12,1224.52780873,1009.1976629
10,13,2808.70356737,2313.18207946
10,14,10103.5940567,9589.94494715
10,16,5304.31929407,4503.40876731
10,17,4668.30467266,4211.33603925
10,18,10764.3733559,8898.40253608
10,19,648.530884408,467.357740768
10,20,1669.00698001,1332.56993498
10,21,1552.28942452,1380.20920001
10,22,2812.75446304,2317.55632127
10,23,12164.1115031,10760.7963625
10,24,4338.65396571,3024.12044029
10,25,3429.72416837,3023.49364825
10,26,2454.36557875,1908.06267462
10,27,609.66402086,471.954102967
10,28,232.717528377,190.030814022
10,29,1663.82136279,1141.77315672
10,30,1654.90018162,1294.72026495
10,31,1678.85042685,1262.36290969
10,32,5056.10798405,4421.36890438
10,33,4885.05204237,3900.9668045
10,34,5276.93655703,3985.13866214
10,35,1903.23993387,1496.1984086
10,36,1424.77585489,1023.21985475
10,37,460.668589206,363.791378636
10,38,13903.3188731,11576.4656578
10,40,3813.93173805,3228.47389866
10,41,7572.58161154,7235.52825493
10,42,970.574757829,799.216666375
10,44,1000.65020064,821.264484091
10,45,19.2789544885,14.1475730729
10,46,14159.1118445,13888.368943
10,47,245.701431582,131.311137845
10,48,1322.83358078,1093.49021
10,49,3031.35790971,2595.06425711
10,51,0.00209958978732,0.00209958978732
10,52,1399.00499856,1216.71271298
10,54,126.61956248,87.954031195
10,55,3357.5308528,2680.28955635
10,56,765.628226676,494.322962419
10,58,2437.98853612,1909.54922189
10,59,18884.3798628,18857.3479044
10,60,464.182525286,427.049841253
10,67,3675.22437116,2747.8067734
10,71,2433.3648919,1925.36932296
10,72,23237.0521305,19320.220081
10,74,3135.12042107,2475.02531856
10,77,33.3743025459,33.3743025459
10,78,0.0405468346484,0.0405468346484
10,79,6316.53764342,4723.27152646
10,80,792.916542952,701.375787584
10,81,623.636374224,477.377917829
10,82,4684.05289677,4240.79182271
10,83,94.8031918436,78.4497852265
10,85,1408.49780589,1351.29736155
10,87,2777.67747474,2311.85768847
10,90,1011.37939694,747.388474851
10,91,947.927397834,749.069775693
10,92,2717.37407585,2368.28034474
10,93,626.422513341,562.977636522
10,94,825.686907294,331.199502062
10,95,4079.63916067,3309.68605813
10,96,1262.80949078,992.240587678
10,97,265.50496874,213.197910746
10,98,317.1368199,201.103304969
10,99,0,0
10,39,0,0
10,50,541.279349207,446.31188247
10,43,0,0
10,65,0,0
11,1,9397.70645997,4373.45066473
11,2,10439.9244076,9559.17479575
11,3,5635.38740516,2854.47521405
11,4,2303.389049,2019.35157647
11,5,7700.75664198,5987.41907167
11,6,3842.12028727,3596.33853681
11,7,6628.13345383,5166.87585669
11,8,2355.85422295,1882.90342474
11,9,3193.79236934,2700.64244217
11,10,3400.0382521,2767.22351081
11,11,3266.77872276,2608.52380134
11,12,725.812099008,528.017091033
11,13,2623.04855871,2210.96829272
11,14,2817.07389182,2466.48745695
11,16,2620.52338745,2079.78604723
11,17,1637.3313137,1348.04582533
11,18,5601.62010908,3375.51608099
11,19,981.790011484,870.759882515
11,20,1441.56418661,1198.60540666
11,21,912.027261788,667.532892525
11,22,1941.7566922,1597.37655565
