Store,Dept,RMSE,MAE
11,11,2699.74711951,2297.24196954
11,12,621.402494973,474.501753728
11,13,2748.66639311,2259.02681339
11,14,4062.73883107,3303.07636406
11,16,3008.14234642,2311.16699156
11,17,1937.93227661,1562.15581116
11,18,4805.81958424,3563.40789033
11,19,1426.36502438,1161.62703295
11,20,1330.6533662,1042.92989156
11,21,890.021398072,658.069868966
11,22,1861.68136837,1398.41415395
11,23,4090.74846529,2952.54240206
11,24,1884.83478316,1423.05539674
11,25,2702.17525285,2232.71604624
11,26,1654.86272178,1260.77930641
11,27,496.823995737,419.87004589
11,28,104.601562761,80.3702615637
11,29,1246.09806199,955.155760094
11,30,904.076911704,714.820324558
11,31,915.575095463,688.017162237
11,32,3345.59208073,2116.01221527
11,33,1892.64705031,1529.28699156
11,34,3744.27275134,2985.45447087
11,35,1265.54384686,1071.65888307
11,36,983.655395316,827.072043595
11,37,444.071835312,366.633889591
11,38,8585.61360878,6468.77200534
11,40,2330.47475385,1883.13630072
11,41,621.451901703,513.359947024
11,42,851.360885091,658.587817819
11,44,1994.72502534,1755.09976124
11,45,26.8026354762,22.6045886089
11,46,3325.5787359,2510.25858944
11,47,76.0940412429,51.7953093005
11,48,4.22346435329,2.89338422223
11,49,1664.8954034,1369.30992613
11,51,8.74607027093,7.95334553769
11,52,1369.48103425,1137.02092045
11,54,101.76754295,79.5467724776
11,55,3026.42144405,1840.71976714
11,56,1068.77672819,845.860376828
11,58,2583.70205678,2201.94158451
11,59,2175.99512422,2018.29816808
11,60,169.979786707,142.65746696
11,67,2876.5882122,1819.87502638
11,71,1375.24673594,1145.16617243
11,72,18720.3469013,12874.5589497
11,74,2194.44014202,1784.97056743
11,77,68.455118914,65.6362819871
11,78,2.2276039961,1.9247711416
11,79,4269.51061565,2981.94039086
11,80,952.695948309,750.146019493
11,81,1334.15395663,1110.66285691
11,82,4358.69328911,2923.71605373
11,83,531.708473873,457.785431403
11,85,431.786678898,335.673414714
11,87,1738.41335303,1261.31047979
11,90,5144.4564571,4403.02025113
11,91,3169.86204853,2532.50067326
11,92,6452.00650049,5511.37054431
11,93,3552.11759905,2861.00247713
11,94,4159.84840888,3322.88436656
11,95,4634.72923125,3712.42231404
11,96,2512.32879077,2084.6795328
11,97,1359.54166656,1121.65260962
11,98,1396.37392701,1096.94275775
11,99,808.508399261,761.205426774
11,39,0.0,0.0
11,50,2.17413615754,1.30489540793
11,43,0.0,0.0
11,65,0.0,0.0
12,1,6576.61029007,3808.32154501
12,2,9403.44834969,8083.99337557
12,3,4988.67073022,2963.2119008
12,4,1500.97301276,1313.31500802
12,5,7159.13117899,5222.13784746
12,6,3154.70394552,2645.46896011
12,7,14256.9686572,7450.68292301
12,8,2121.37615574,1636.70459725
12,9,1912.37950648,1498.20464683
12,10,1935.274131,1621.33247976
12,11,2189.4883939,1683.86875799
12,12,441.021585011,348.291917515
12,13,2082.05260279,1730.3374531
12,14,2331.22970058,1733.01026261
12,16,1172.89864266,890.417179788
12,17,1127.37151659,894.508823509
12,18,4207.16490345,3054.07982167
12,19,681.216485515,552.05161127
12,20,1188.01179756,996.834360599
12,21,435.214304045,331.884336843
12,22,1590.36130543,1297.51769087
12,23,4225.45559112,3013.74454618
12,24,2388.01969128,1690.36402776
12,25,2155.21448556,1683.96997041
12,26,1781.28832048,1238.52955271
12,27,370.990516334,271.462295067
12,28,147.204094531,123.704530266
12,29,1112.2205191,878.808813103
12,30,890.979738636,665.079697001
12,31,802.141674561,617.586627238
12,32,2646.68430498,1789.05248641
12,33,2042.23398053,1331.78324987
12,34,4001.94649147,3247.14496935
12,35,459.842197171,370.157033613
12,36,1469.27740844,1250.50082293
12,37,0.0,0.0
12,38,7819.38362563,6206.64469768
12,40,2351.54980291,1712.06416588
12,41,1200.27773948,1132.10637341
12,42,887.306852987,749.869108454
12,44,906.306209743,745.522938841
12,45,40.9813276647,21.6731138683
12,46,4048.6273127,3556.99639753
12,47,195.265296649,111.668514984
12,48,0.0,0.0
12,49,47.6029030858,32.3842877699
12,51,4.06443286873,3.55368151101
12,52,691.63710551,521.567134541
12,54,88.5851814446,73.3699892127
12,55,2800.22817935,1897.44750459
12,56,503.233310619,379.440650603
12,58,3253.1632644,2561.17689103
12,59,2450.46123136,2314.74560295
12,60,120.274249755,103.956599337
12,67,1761.92306937,1275.05438705
12,71,1623.74091867,1200.9310626
12,72,20583.4115896,12215.668141
12,74,1869.59316572,1445.36293786
12,77,62.5926457238,37.116435101
12,78,2.41677285788,1.71910769428
12,79,1928.44798296,1403.77590916
12,80,104.722756693,76.6010252239
12,81,858.700917951,751.92524812
12,82,1647.26911938,1329.70664039
12,83,146.771359421,126.450140416
12,85,493.858054938,382.831716366
12,87,2275.54335867,1875.08551431
12,90,2622.84593559,2248.48740778
12,91,956.565078527,832.807447303
12,92,2803.86082741,2361.36190826
12,93,160.503240399,132.917952281
12,94,686.739209417,518.705562166
12,95,5675.16698446,4739.2516068
12,96,16.6590314386,4.82614200964
12,97,287.356379216,234.465959578
12,98,542.387978404,463.652940325
12,99,4.55665728154,0.69488372093
12,39,0.0,0.0
12,50,0.0,0.0
12,43,0.0,0.0
12,65,0.0,0.0
13,1,18777.3417111,10767.2887956
13,2,7178.88520458,6523.67191578
13,3,13654.9366585,6644.44862817
13,4,1981.82558163,1640.10807968
13,5,16565.881798,12110.1332372
13,6,3428.66784991,2196.47023381
13,7,17011.0649514,10526.1498862
13,8,2484.9601948,1976.25941912
13,9,6036.85450423,4748.03552521
13,10,3827.14402477,3000.99417249
13,11,2381.83442675,1818.33664775
13,12,764.684800836,633.506539809
13,13,2158.3832787,1593.78217967
13,14,5866.33610913,4625.38704021
13,16,6893.07050322,4615.86541477
13,17,1978.36228046,1435.31593773
13,18,6930.37551297,5377.72193881
13,19,752.358949243,605.810464578
13,20,1118.89911031,880.980368068
13,21,1222.71994627,840.320816904
13,22,2808.72724985,1947.16070544
13,23,4785.25415005,3237.32123346
13,24,2777.87894246,1841.82895804
13,25,3241.2875563,2189.12392599
13,26,1809.94581601,1178.86391289
13,27,660.565423269,423.652159214
13,28,229.467598374,156.508399295
13,29,1988.84646216,1667.841517
13,30,529.617391555,436.20896487
13,31,1254.01785281,925.65140149
13,32,2324.98581612,1459.0302393
13,33,2392.24588113,1675.79249073
13,34,3695.98847834,2812.69359705
13,35,651.277062554,551.685238231
13,36,3305.92597157,2885.18539608
13,37,500.40559384,409.927827004
13,38,7377.98537655,6254.43869999
13,40,4718.45783335,4176.23272748
13,41,1512.00594736,1359.02846403
13,42,755.412148572,582.961717988
13,44,1431.79153595,1097.11249984
13,45,17.8268284287,14.0196982388
13,46,3091.27442064,2058.80148286
13,47,116.000050813,42.7754183953
13,48,841.869828781,704.671051022
13,49,1654.6833016,1279.6348726
13,51,10.3549542465,8.40936640672
13,52,1006.14278988,822.282374039
13,54,106.39627779,92.1793741798
13,55,5831.60051268,3597.57985267
13,56,3013.68483427,1950.24761062
13,58,2770.3580417,2123.86767647
13,59,4252.26434353,4157.57196721
13,60,157.90073876,133.838431404
13,67,4253.8627113,2872.56862399
13,71,1464.02693575,1197.39158166
13,72,15671.2591404,8829.77100817
13,74,3354.20381522,2862.46002877
13,77,51.7513491531,39.9196570154
13,78,1.3879015547,1.14985524026
13,79,5207.64039137,4045.32610286
13,80,1394.63804342,1123.03761254
13,81,2699.5719826,2271.81093534
13,82,8112.91537872,5397.06946563
13,83,524.075594537,442.871667302
13,85,953.088404256,730.817909321
13,87,3006.42069209,2753.90288143
13,90,14242.0819907,13041.4796039
13,91,3975.09569816,3506.1915442
13,92,14465.6184335,11853.8829993
13,93,5122.97644545,4336.61337655
13,94,7707.0619827,6400.21748336
13,95,15983.9770143,13946.7556604
13,96,1011.89772411,747.934412468
13,97,1477.11891208,1215.99374704
13,98,1567.23028692,1249.66404438
13,99,978.097299381,783.489372317
13,39,0.0,0.0
13,50,556.686093789,475.161010649
13,43,0.0439906065206,0.0403282862119
13,65,0.0,0.0
14,1,16525.0969479,7956.63520952
14,2,15901.4056927,13060.2562711
14,3,4954.18796973,3405.00723314
14,4,6936.64878244,5763.05719149
14,5,10384.1874697,7712.50935228
14,6,2904.34833033,2099.03816439
14,7,18277.7396667,11709.254125
14,8,8340.45903335,6851.17967109
14,9,4328.73742821,3610.77740472
14,10,5171.78193081,4214.00517715
14,11,5140.31185996,3628.41937433
14,12,964.157615445,841.426526057
14,13,7838.83671159,6572.34544477
14,14,5729.58657861,3813.62957708
14,16,9333.79541888,6722.7926907
14,17,2369.85736468,1829.24612993
14,18,5900.09860619,4140.59324837
14,19,1763.94561816,1425.78527748
14,20,1516.20586279,1289.60799392
14,21,2725.89439222,2358.79663228
14,22,2684.18416523,2035.63137834
14,23,6231.03658362,4438.44837095
14,24,1799.81517068,1483.84103328
14,25,2368.99072583,1937.13572512
14,26,1921.89079437,1474.33663662
14,27,417.017253458,277.349888306
14,28,200.082610053,159.706052248
14,29,1952.70571938,1347.90948272
14,30,814.260203931,643.835922717
14,31,945.466328773,696.839571656
14,32,4308.33467712,2906.44183005
14,33,1729.52713748,1417.87453523
14,34,4200.88182205,3112.33858983
14,35,734.733610295,524.503777574
14,36,1262.28582562,965.678737278
14,37,0.0,0.0
14,38,11193.8796167,9196.58455499
14,40,10441.0201372,8065.274233
14,41,1583.81403003,1187.68159282
14,42,1741.04792819,1469.80232715
14,44,852.688292377,657.864665616
14,45,3.9994585525,3.59832963796
14,46,4461.77071095,3543.52681349
14,47,41.6088732216,26.2759174441
14,48,0.0,0.0
14,49,1931.69461923,1587.42833069
14,51,37.2355429476,32.4173341951
14,52,1401.63769943,1226.10812952
14,54,155.639110601,130.219134525
14,55,5409.18429254,4171.03772045
14,56,2624.05117827,1454.21351612
14,58,6148.17447128,4276.87831091
14,59,3897.62328569,3740.48863313
14,60,104.868742573,80.5830549935
14,67,4465.92023679,3148.93827203
14,71,1953.67740684,1630.50353482
14,72,27313.6936215,17308.3771727
14,74,5579.75491563,4652.66741327
14,77,37.7651270396,31.1365751985
14,78,0.821133409956,0.654849306822
14,79,4609.62429665,3772.26283172
14,80,5725.44633019,4800.69427718
14,81,5384.95120139,4381.44325635
14,82,9260.0951865,7089.44934376
14,83,1974.37798034,1465.49426608
14,85,572.27383269,447.242542861
14,87,3711.45358554,3029.15538665
14,90,16227.6686001,14015.7967986
14,91,10596.0730377,8124.17383781
14,92,25347.2852417,21249.0588962
14,93,8412.8475042,6885.8743373
14,94,8484.79219757,7323.97217871
14,95,18595.1214784,15110.5111274
14,96,5.27814799407,2.57222677339
14,97,4120.60724996,3433.2299779
14,98,2881.9073033,2383.67828996
14,99,850.799187611,785.5145883
14,39,0.0,0.0
14,50,514.937661951,421.729703269
14,43,0.0186661078162,0.00836231634683
14,65,0.0,0.0
15,1,5919.2641321,4146.96117847
15,2,3688.0323492,3227.60166026
15,3,1511.0321067,1059.57325228
15,4,720.639253237,579.373068295
15,5,5839.47932216,4044.38726154
15,6,2099.6959054,1451.40303836
15,7,7112.05570412,4290.71137152
15,8,1217.68066015,860.588644527
15,9,2587.77638951,1890.64639448
15,10,1049.32037286,814.970590972
15,11,7304.6467262,4092.60648827
15,12,385.605462773,275.206247528
15,13,1204.68134166,951.091783193
15,14,2973.46580584,2253.42247792
15,16,4266.26496012,2627.85380658
15,17,1321.86967086,1002.41407118
15,18,1503.08691944,1272.65090379
15,19,246.448616042,193.98502461
15,20,560.614994025,442.561170055
15,21,604.402623803,462.371422925
15,22,1742.34767199,1501.72253427
15,23,4136.43212258,3180.25406182
15,24,916.923470617,732.234404387
15,25,1206.23020428,799.722351109
15,26,1065.66124639,759.397136974
15,27,250.33610005,205.859625402
15,28,122.563045899,98.2150602491
15,29,741.267351567,507.641247055
15,30,551.073188281,471.87906544
15,31,528.668667458,434.418244822
15,32,1319.15969621,918.59753795
15,33,1295.34855356,1044.55850465
15,34,2959.35629339,2243.01908668
15,35,936.494287569,790.721716727
15,36,799.46258839,575.402279842
15,37,0.0790438353769,0.0722944091411
15,38,6160.59265922,4831.4162022
15,40,2470.68230803,2107.73084749
15,41,685.208752349,589.273361442
15,42,508.306254218,400.499486184
15,44,641.430102593,495.321326641
15,45,6.15670073361,3.8698079854
15,46,1318.88219534,956.829261621
15,47,53.8398250214,28.0324157332
15,48,9.15068021497,8.52814341465
15,49,1891.61680818,1454.18932816
15,51,4.22791106214,3.97498273144
15,52,316.870571086,269.749395015
15,54,53.5462124553,46.3266342503
15,55,2129.80719167,1451.23917346
15,56,1716.59525941,1152.4901947
15,58,634.2200363,465.013533756
15,59,267.759083514,232.702237705
15,60,80.3822905712,72.525233563
15,67,1474.58587618,1136.0759104
15,71,1012.66050397,773.97260184
15,72,18333.8888592,12140.034457
15,74,1158.31176571,849.522852944
15,77,57.2372770481,47.7519680847
15,78,2.80094335936,1.82300925353
15,79,797.0691891,685.946445266
15,80,74.4313920758,54.5933543306
15,81,758.014453307,645.475013879
15,82,2996.95858458,1903.82726176
15,83,230.056652077,217.196634931
15,85,799.100754451,596.235391361
15,87,1151.81231465,983.276535501
15,90,353.134064923,279.095887229
15,91,234.56923971,185.175226152
15,92,1258.94359709,1007.31603465
15,93,96.7476782623,80.7245555762
15,94,532.582695321,294.197230389
15,95,1961.79012899,1552.04533184
15,96,1424.10117629,1175.79741197
15,97,323.459911772,240.757222383
15,98,169.020031228,119.945999524
15,99,4.55665728154,0.69488372093
15,39,0.0,0.0
15,50,690.879785484,541.325496891
15,43,0.309013381073,0.244762327843
15,65,0.0,0.0
16,1,2668.96504883,2330.53322359
16,2,2812.5539734,2514.82311626
16,3,1266.00761975,952.906492343
16,4,1286.23167706,1016.31486852
16,5,4072.97817763,2790.68577064
16,6,2241.10444754,1488.81052936
16,7,3857.09938932,2825.97232678
16,8,1396.8565613,1150.47172463
16,9,12399.1674604,7663.44770309
16,10,1950.19853088,1323.13627841
16,11,2432.17907819,1442.78891361
16,12,536.529488551,410.470192288
16,13,937.431688293,701.577738997
16,14,2041.79078583,1510.24005561
16,16,4469.05369517,3053.60925198
16,17,1571.75201812,1380.91578668
16,18,851.465916202,671.947242845
16,19,411.501372396,331.445963738
16,20,499.669413698,375.908219456
16,21,772.314587633,650.493307404
16,22,1014.51549548,736.876331928
16,23,1755.83380235,1311.85086323
16,24,627.728626265,502.966016511
16,25,848.130611185,642.787615483
16,26,486.268370559,385.357932739
16,27,156.773224421,112.97952478
16,28,79.1769559214,57.5882435047
16,29,438.123582562,371.544769613
16,30,325.876482841,269.233729476
16,31,441.280568817,373.813524068
16,32,1180.30998541,791.208320223
16,33,504.323298018,403.551853179
16,34,1155.2473789,969.684630911
16,35,486.090792373,425.588699193
16,36,1242.23471303,1072.32212185
16,37,0.0,0.0
16,38,10091.9214998,8444.83676984
16,40,3590.89401784,3202.1074733
16,41,792.633182536,670.64671186
16,42,455.151579524,349.45017457
16,44,1664.28723527,1550.40726275
16,45,15.0790777263,11.0033198295
16,46,3265.63327942,2987.83650361
16,47,279.039264968,84.2906161626
16,48,694.372805038,404.518672015
16,49,58.8302699637,47.0832921845
16,51,33.2010042476,26.0017975401
16,52,721.723958071,630.503975877
16,54,74.565834189,65.6173853677
16,55,1845.53697508,1126.90188837
16,56,7017.97260427,3441.23471162
16,58,576.973990779,282.117630075
16,59,120.403494447,111.902655215
16,60,89.7356934271,79.8952356278
16,67,1007.30663452,730.11035503
16,71,519.440068774,378.900550615
16,72,8225.47646803,5024.27980874
16,74,1169.55291134,955.689862316
16,77,17.4901141178,15.7934986687
16,78,0.766927584319,0.451974052445
16,79,988.88841884,851.125363741
16,80,418.50405298,366.312259512
16,81,248.250990112,196.662468227
16,82,1632.34235023,1083.62677565
16,83,270.84750163,232.048806754
16,85,848.118837262,725.523469552
16,87,2305.84722697,1896.66724866
16,90,4176.98410349,3775.43463746
16,91,2331.15495652,1879.32477931
16,92,5981.83976672,5589.63567131
16,93,371.675535652,289.501573478
16,94,1188.56783442,957.526174252
16,95,1657.92530068,1353.2687591
16,96,140.825675699,111.218215271
16,97,365.576893603,290.33032876
16,98,47.6930632306,38.6322594218
16,99,9.11331456308,1.38976744186
16,39,0.0,0.0
16,50,0.0,0.0
16,43,0.0,0.0
16,65,0.0,0.0
17,1,6567.99991181,3953.05496177
17,2,4251.63247946,2552.02048378
17,3,5164.36820761,3295.41450375
17,4,3221.10900221,1952.39569681
17,5,8300.42596391,6592.92508626
17,6,2506.20991849,1834.93696763
17,7,4769.57959671,2917.86633709
17,8,1751.33283262,1498.82576039
17,9,3649.94986343,3049.4730125
17,10,1420.12552087,1070.44836087
17,11,2515.09602508,1743.54121264
17,12,823.524325025,687.511149297
17,13,3493.15663779,2279.98495072
17,14,2377.29283155,1747.09630446
17,16,5016.17608171,2856.2085391
17,17,1352.82019752,1017.27575131
17,18,2078.53737221,1553.49425352
17,19,2509.31272006,1413.43047232
17,20,1720.70634665,883.585641742
17,21,698.544192972,545.556099068
17,22,2371.55176606,1231.50601725
17,23,1830.28368832,1160.22489424
17,24,1170.23425477,780.029669442
17,25,1424.13117419,969.451154848
17,26,1106.60738996,814.659805663
17,27,303.252035291,256.590766351
17,28,197.286908805,155.875141182
17,29,500.698952578,357.321104355
17,30,431.840359645,333.270119581
17,31,886.530537956,599.870953997
17,32,1326.67461943,980.704093917
17,33,1137.85935214,797.899280554
17,34,2781.82266435,2117.80848236
17,35,589.005140537,515.982863155
17,36,3253.54812781,2928.71107992
17,37,0.0,0.0
17,38,7254.16962589,5485.74508811
17,40,4067.7145749,3080.95580625
17,41,58.5383112432,39.160196802
17,42,624.55876364,524.710961238
17,44,772.600268372,581.634289969
17,45,14.1409993015,10.2113948734
17,46,1327.80768156,1026.36298359
17,47,44.7807113047,20.2178184725
17,48,1529.7938843,1079.2829135
17,49,56.1561698403,39.7899025809
17,51,9.21606315868,7.90682148624
17,52,860.861261089,796.404523036
17,54,47.760444438,37.3058698834
17,55,2348.95255469,1628.82013793
17,56,2531.82285497,1564.01549719
17,58,832.035836637,678.325927261
17,59,396.944757774,376.568573962
17,60,112.573663249,85.1288553658
17,67,1888.3274621,1348.34440953
17,71,1025.04718505,866.191421755
17,72,10886.4315817,7537.22730128
17,74,4044.01019297,2283.74777291
17,77,38.9174644304,30.2115664028
17,78,3.90037716924,2.12913837523
17,79,2590.87709158,2082.98990555
17,80,333.556626824,288.896143715
17,81,1829.91089028,1478.88248601
17,82,2151.41282993,1362.34564638
17,83,207.330588008,185.910228811
17,85,714.799818167,597.823354718
17,87,1462.74358508,1164.12953728
17,90,3671.44613809,2699.46547746
17,91,1344.42324829,989.871247507
17,92,8443.59246646,5109.17497728
17,93,604.083158067,508.992773755
17,94,1078.00454036,744.605413131
17,95,4597.00351929,3549.48131041
17,96,791.056554881,708.877194911
17,97,982.636378538,768.179462152
17,98,239.765565165,195.787229969
17,99,0.349221726062,0.0532558139535
17,39,0.0,0.0
17,50,0.0,0.0
17,43,0.0,0.0
17,65,0.0,0.0
18,1,7484.42441314,4243.705889
18,2,5976.15898523,5073.55239118
18,3,4389.52039712,2510.42540607
18,4,2767.17675376,2377.65297483
18,5,8743.20559937,7282.42546376
18,6,2826.38563443,2181.010885
18,7,11419.5748937,6512.61955458
18,8,2956.74506108,2396.68379457
18,9,3897.45480057,3223.32168995
18,10,2255.02834371,1932.39482004
18,11,7833.92416452,5819.35621015
18,12,503.763414,389.077136469
18,13,3588.38962787,2864.89521096
18,14,5697.79080704,4729.31876886
18,16,4441.66930131,3626.0926309
18,17,2435.38498805,1813.38684474
18,18,2830.27529161,2055.34576807
18,19,362.562944449,290.919040178
18,20,1555.640034,1294.6068831
18,21,883.804444329,761.194769861
18,22,2182.72053884,1776.92981786
18,23,5565.24592439,4179.36697715
18,24,2049.92877875,1748.86637464
18,25,2218.17418567,1642.57120363
18,26,2147.06622261,1668.24037484
18,27,336.252592868,265.586007831
18,28,430.85808002,379.65872213
18,29,1249.41969839,950.873806704
18,30,728.535262864,615.166492108
18,31,1322.36409373,797.317960543
18,32,2623.45483434,1592.37884097
18,33,2460.798478,2019.48863663
18,34,6293.24132265,5790.13975145
18,35,854.195909038,674.935445233
18,36,1036.38620381,784.771712534
18,37,0.0,0.0
18,38,4968.21316551,4016.89322442
18,40,8101.36872706,7521.81808419
18,41,340.796010033,288.237245351
18,42,696.047308583,516.643071338
18,44,589.134346184,468.934475024
18,45,15.8009848561,10.1959702366
18,46,2832.37357555,2006.17737071
18,47,79.7745460603,32.6064305476
18,48,0.622230176595,0.445557100175
18,49,2701.1393683,2097.95742115
18,51,3.30697497282,2.70479516735
18,52,568.280044754,452.419840707
18,54,198.096087637,187.132890474
18,55,3514.68587392,2857.4272169
18,56,1686.01089847,1217.70547485
18,58,3796.37970309,3215.13673329
18,59,1884.53852852,1790.57267119
18,60,125.86976313,114.011747056
18,67,1971.64430521,1568.1101816
18,71,2415.91955975,2030.03036315
18,72,27638.0406895,20660.0611504
18,74,3165.60705172,2711.47522488
18,77,49.8015887174,43.5741431299
18,78,3.43081766849,2.7261108595
18,79,3576.69005524,2793.41866765
18,80,375.312467475,322.798921832
18,81,2298.53876053,2027.37773935
18,82,3739.54967142,2684.55270521
18,83,1706.1595034,1552.4936663
18,85,354.695428919,269.145778757
18,87,2383.46957995,1982.27645945
18,90,11084.644296,10781.3091973
18,91,8755.66499115,7975.31112298
18,92,14353.5915173,12324.0052265
18,93,2644.9791985,2347.79599045
18,94,2108.92899205,1793.88883828
18,95,7738.31230852,6672.60632001
18,96,13.9603666479,7.05319125243
18,97,4054.55553975,3883.80419702
18,98,611.827224714,451.513808504
18,99,0.933632995148,0.830635292832
18,39,1.34435865189,0.910429065683
18,50,795.563717283,645.44250507
18,43,0.0,0.0
18,65,0.0,0.0
19,1,9575.34166921,5373.45742363
19,2,3991.71415022,3056.49989285
19,3,3662.18340541,2498.5902847
19,4,2554.30240858,2135.15089162
19,5,9392.35436869,7065.41251535
19,6,2866.84359163,1854.7593704
19,7,9926.26685056,6260.19736682
19,8,2766.21806565,2305.03723763
19,9,5430.56122836,4185.035676
19,10,3344.15422955,2703.9915618
19,11,9643.7709799,6397.07147854
19,12,1061.28307492,822.721258058
19,13,1721.65156839,1434.58252143
19,14,4159.28231352,2547.72445238
19,16,8828.23342518,6125.96876206
19,17,2361.94097428,1869.93400396
19,18,3665.11155903,2591.82029155
19,19,3.5575063478,1.96650149373
19,20,1063.24083872,908.690060064
19,21,1067.23255257,794.817623594
19,22,1896.55003861,1517.26921927
19,23,4450.97533736,3076.97368289
19,24,1250.04356239,988.331774743
19,25,1995.78996327,1325.39901061
19,26,1680.88434261,1425.50018997
19,27,435.951446168,318.135647991
19,28,178.671898056,146.725334403
19,29,1107.40487506,623.321767864
19,30,662.543806375,523.215385968
19,31,503.441765011,375.765501006
19,32,2333.01528879,1478.3961472
19,33,1326.55965735,1058.03714886
19,34,3233.34069864,2302.62775794
19,35,873.944719329,660.016207302
19,36,1068.22912855,825.812322638
19,37,394.603829939,328.960836353
19,38,5777.65615083,4674.78812526
19,40,4841.46074016,4475.69235434
19,41,1305.13792283,961.092744404
19,42,659.075193753,553.182638071
19,44,1171.9896708,985.898919138
19,45,8.09755925772,7.53238074916
19,46,2146.98836668,1522.11140413
19,47,208.009484537,95.9858181133
19,48,107.726868723,80.5371651371
19,49,1395.23919004,1185.91658965
19,51,22.5984483218,20.5110361752
19,52,349.960193424,261.758457135
19,54,109.971912979,101.764542313
19,55,4520.29775908,3241.27222053
19,56,2623.79564995,1534.07163716
19,58,2736.62993901,1993.6648792
19,59,581.940713049,540.012379275
19,60,117.699964828,97.8780426976
19,67,3487.71658644,2522.53641512
19,71,1485.14360626,1116.42728082
19,72,20876.3357986,13379.4918324
19,74,2820.19348339,2067.52602516
19,77,71.4649340256,65.9858464895
19,78,7.82433775059,4.706405618
19,79,2023.09330835,1559.00921222
19,80,1837.44065948,1564.38104192
19,81,1547.84275161,1317.75759164
19,82,7197.13555064,5187.06714935
19,83,492.304910704,373.619100436
19,85,761.933818113,502.14012711
19,87,2532.66784468,2010.22029028
19,90,7110.27244641,6283.51824343
19,91,4253.39562871,3725.76114452
19,92,8547.57281133,7186.53548477
19,93,4164.19660115,3487.46490059
19,94,4043.28099938,3429.72030656
19,95,5038.3648451,3886.85912677
19,96,3058.1576505,2191.80679279
19,97,2069.1353236,1721.11202575
19,98,1050.65829002,808.691643901
19,99,579.940541114,481.177897642
19,39,7.61789875198,3.18790697674
19,50,456.584422785,390.609512989
19,43,0.0,0.0
19,65,0.0,0.0
20,1,16008.3003142,8570.82406157
20,2,4493.12050317,3575.90389161
20,3,2262.24438678,1581.39872043
20,4,3686.78859542,2882.78792254
20,5,11239.2709524,7860.3518553
20,6,3306.90275286,2161.44160681
20,7,17009.2445452,10912.9589407
20,8,4790.52092064,3702.09033911
20,9,6323.46871352,4618.7224753
20,10,4190.18258052,3560.36983332
20,11,7993.60567143,5316.57510756
20,12,1364.54604831,1028.56234846
20,13,4005.08630554,3166.99354111
20,14,5003.34331736,3290.62084779
20,16,7781.53503336,5114.01518339
20,17,1986.77460608,1291.96335488
20,18,4833.94095458,3095.27576386
20,19,329.772109875,303.236078025
20,20,934.302900795,698.243755297
20,21,1679.92782399,1257.29671458
20,22,2242.46805104,1521.4073395
20,23,6335.607436,4358.50439259
20,24,1999.30064477,1655.46991399
20,25,2361.74724628,1901.25727558
20,26,3087.32050195,2613.5910333
20,27,485.53320759,305.737068572
20,28,181.587557311,137.865810767
20,29,1514.29653376,1060.04310057
20,30,709.53957802,558.75980508
20,31,636.584434241,475.762356606
20,32,3969.10730993,2545.21867664
20,33,2164.00298455,1788.07669055
20,34,4617.81496971,3644.08738667
20,35,1173.63709562,1004.72376198
20,36,1628.3481199,1191.73706956
20,37,406.993228884,306.747612338
20,38,13868.1126247,10868.16746
20,40,4833.8955301,3740.98878951
20,41,4627.83067388,2813.68955737
20,42,735.461045561,590.176196074
20,44,1140.98225713,865.853031778
20,45,7.02144063943,5.11677220982
20,46,3395.60472109,2401.58868896
20,47,75.0703891445,58.3091092812
20,48,2329.48033024,1294.03885665
20,49,3159.96972899,2555.53834701
20,51,3.90878211079,3.53913717712
20,52,703.268448143,571.73125052
20,54,253.231929556,230.449401452
20,55,5410.51504255,3790.2536634
20,56,2823.65500724,1900.84757073
20,58,2044.22186975,1626.25314568
20,59,4161.90502664,4074.07992772
20,60,123.572928019,96.8640249426
20,67,4496.00591091,3105.16639495
20,71,1531.68064947,1197.8766941
20,72,25934.9215868,15954.4960193
20,74,2750.97224505,2227.30578912
20,77,191.465739667,184.453784257
20,78,1.35972998852,0.973334093698
20,79,3473.30819122,2800.09271687
20,80,2173.97742822,1729.69509929
20,81,2009.50771906,1561.76608061
20,82,5933.13927715,3527.87225749
20,83,882.423496162,732.897351646
20,85,910.023129161,727.051076499
20,87,9694.2327015,8419.29603484
20,90,8780.82589546,7435.04350306
20,91,8917.36666664,7160.99511259
20,92,16065.4336818,13414.1904123
20,93,6586.49793819,5590.30128607
20,94,5055.01092643,4101.82488201
20,95,10415.3025208,8433.70623596
20,96,19.084418835,7.13567603124
20,97,2504.74240601,2027.67994958
20,98,2435.37805425,2049.42604521
20,99,1136.00223036,1027.7132758
20,39,0.0,0.0
20,50,504.050880791,417.213260161
20,43,0.0,0.0
20,65,0.0,0.0
21,1,4030.44632064,2987.461959
21,2,3764.73491113,3069.07805047
21,3,3687.59320278,2333.43791594
21,4,1021.6049159,798.817292831
21,5,6563.84128067,4779.22031401
21,6,1568.17565124,1190.74222555
21,7,12324.4181204,6354.10768074
21,8,1181.6189984,980.389938118
21,9,2396.30515332,1855.39251981
21,10,3252.48364047,2813.62302283
21,11,2703.20641812,2022.39585436
21,12,449.189314642,368.512808989
21,13,1548.89126045,1303.15031356
